movie,year3:15,1986
Gene Saks,1986
"Jonathan Silverman, Blythe Danner, Judith Ivey",1986
"Comedy, drama",1986
"written by Neil Simon, based on his play",1986
Captain EO,1986
Francis Ford Coppola,1986
Michael Jackson,1986
Science fiction,1986
only shown at Disney theme parks,1986
Children of a Lesser God,1986
Randa Haines,1986
"William Hurt, Marlee Matlin, Piper Laurie",1986
Drama,1986
based on the play; Oscar for Matlin,1986
Choke Canyon,1986
Charles Bail,1986
"Stephen Collins, Bo Svenson, Lance Henriksen",1986
Sci-fi,1986
,1986
Chopping Mall,1986
Jim Wynorski,1986
"Kelli Maroney, Barbara Crampton, Dick Miller",1986
Horror,1986
,1986
The Clan of the Cave Bear,1986
Michael Chapman,1986
"Daryl Hannah, Pamela Reed, James Remar",1986
Adventure,1986
from Jean M. Auel novel,1986
Club Paradise,1986
Harold Ramis,1986
"Robin Williams, Peter O'Toole, Rick Moranis",1986
Comedy,1986
5 SCTV stars in cast,1986
Cobra,1986
George P. Cosmatos,1986
"Sylvester Stallone, Brigitte Nielsen",1986
Action,1986
remade as Fair Game,1986
The Color of Money,1986
Martin Scorsese,1986
"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, John Turturro, Helen Shaver, Forest Whitaker",1986
Drama,1986
sequel to The Hustler; Oscar for Newman,1986
Combat Shock,1986
Buddy Giovinazzo,1986
"Rick Giovinazzo, Veronica Stork",1986
"Drama, War",1986
,1986
Crawlspace,1986
David Schmoeller,1986
"Klaus Kinski, Talia Balsam",1986
Thriller,1986
,1986
Crimes of the Heart,1986
Bruce Beresford,1986
"Diane Keaton, Jessica Lange, Sissy Spacek, Tess Harper",1986
Black comedy,1986
from Beth Henley play,1986
Critters,1986
Stephen Herek,1986
"Dee Wallace, M. Emmet Walsh",1986
Horror,1986
,1986
Crossroads,1986
Walter Hill,1986
"Ralph Macchio, Joe Seneca, Jami Gertz",1986
Drama,1986
based on Robert Johnson,1986
Dangerously Close,1986
Albert Pyun,1986
"John Stockwell, Carey Lowell",1986
,1986
,1986
Deadly Friend,1986
Wes Craven,1986
Kristy Swanson,1986
Horror,1986
,1986
The Delta Force,1986
Menahem Golan,1986
"Chuck Norris, Lee Marvin",1986
Action,1986
Marvin's final film,1986
Desert Bloom,1986
Eugene Corr,1986
"Annabeth Gish, Jon Voight, Ellen Barkin",1986
Drama,1986
,1986
Down and Out in Beverly Hills,1986
Paul Mazursky,1986
"Nick Nolte, Richard Dreyfuss, Bette Midler, Elizabeth Peña",1986
Comedy,1986
based on a French play,1986
Down by Law,1986
Jim Jarmusch,1986
"Tom Waits, John Lurie, Roberto Benigni, Ellen Barkin",1986
Comedy,1986
filmed in black and white,1986
Dr. Otto and the Riddle of the Gloom Beam,1986
John R. Cherry III,1986
"Jim Varney, Glenn Petach",1986
Comedy,1986
,1986
Dream Lover,1986
Alan J. Pakula,1986
Kristy McNichol,1986
Thriller,1986
,1986
Duet for One,1986
Andrei Konchalovsky,1986
"Julie Andrews, Alan Bates",1986
Drama,1986
from Tom Kempinski play,1986
Echo Park,1986
Robert Dornhelm,1986
"Susan Dey, Tom Hulce, Cheech Marin",1986
Comedy,1986
,1986
Equalizer 2000,1986
Cirio Santiago,1986
"Richard Norton, Robert Patrick",1986
Action,1986
,1986
Every Time We Say Goodbye,1986
Moshe Mizrahi,1986
Tom Hanks,1986
War drama,1986
filmed in Israel,1986
Extremities,1986
Robert M. Young,1986
"Farrah Fawcett, James Russo, Alfre Woodard, Diana Scarwid",1986
Suspense,1986
based on off-Broadway play,1986
Eye of the Tiger,1986
Richard C. Sarafian,1986
"Gary Busey, Yaphet Kotto, Seymour Cassel",1986
Action,1986
,1986
F/X,1986
Robert Mandel,1986
"Bryan Brown, Brian Dennehy, Diane Venora, Cliff DeYoung",1986
Crime drama,1986
followed by F/X2,1986
Ferris Bueller's Day Off,1986
John Hughes,1986
"Matthew Broderick, Alan Ruck, Mia Sara, Jennifer Grey",1986
Comedy,1986
Paramount,1986
A Fine Mess,1986
Blake Edwards,1986
"Ted Danson, Howie Mandel",1986
Comedy,1986
Columbia,1986
Fire with Fire,1986
Duncan Gibbins,1986
"Craig Sheffer, Virginia Madsen",1986
Romance,1986
,1986
Firewalker,1986
J. Lee Thompson,1986
"Chuck Norris, Louis Gossett Jr.",1986
Action,1986
Cannon Films,1986
Flight of the Navigator,1986
Randal Kleiser,1986
"Veronica Cartwright, Joey Cramer, Sarah Jessica Parker",1986
Science fiction,1986
Walt Disney Pictures,1986
The Fly,1986
David Cronenberg,1986
"Jeff Goldblum, Geena Davis, John Getz",1986
Science fiction,1986
remake of 1958 film,1986
Friday the 13th Part VI: Jason Lives,1986
Tom McLoughlin,1986
"C. J. Graham, Thom Mathews David Kagen, Jennifer Cooke",1986
"Horror, Slasher",1986
5th Friday the 13th sequel,1986
From Beyond,1986
Stuart Gordon,1986
"Jeffrey Combs, Barbara Crampton, Ken Foree",1986
Sci-fi,1986
,1986
Getting Even,1986
Dwight H. Little,1986
"Edward Albert, Joe Don Baker",1986
Drama,1986
,1986
GoBots: Battle of the Rock Lords,1986
Ray Patterson,1986
"Margot Kidder, Telly Savalas, Roddy McDowall, Michael Nouri",1986
Animation,1986
Hanna-Barbera,1986
The Golden Child,1986
Michael Ritchie,1986
"Eddie Murphy, Charlotte Lewis, Charles Dance",1986
Comedy,1986
Paramount,1986
Good to Go,1986
Blaine Novak,1986
"Art Garfunkel, Robert DoQui, Harris Yulin",1986
Thriller,1986
,1986
The Great Mouse Detective,1986
Ron Clements,1986
"Barrie Ingham, Val Bettin, Vincent Price",1986
Animated film,1986
Disney,1986
A Great Wall,1986
Peter Wang,1986
"Peter Wang, Kelvin Han Yee",1986
Comedy drama,1986
1st U.S.-China co-production,1986
Gung Ho,1986
Ron Howard,1986
"Michael Keaton, John Turturro, Mimi Rogers, Gedde Watanabe, George Wendt",1986
Comedy,1986
Paramount,1986
Half Moon Street,1986
Bob Swaim,1986
"Sigourney Weaver, Michael Caine",1986
Thriller,1986
from Paul Theroux novel,1986
Hamburger: The Motion Picture,1986
Mike Marvin,1986
"Leigh McCloskey, Dick Butkus",1986
Comedy,1986
,1986
Hannah and Her Sisters,1986
Woody Allen,1986
"Mia Farrow, Barbara Hershey, Dianne Wiest, Woody Allen, Michael Caine, Max von Sydow",1986
Romantic comedy,1986
"Oscars for Caine, Wiest",1986
Haunted Honeymoon,1986
Gene Wilder,1986
"Gilda Radner, Gene Wilder, Dom DeLuise",1986
Comedy,1986
Radner's final film,1986
Heartbreak Ridge,1986
Clint Eastwood,1986
"Clint Eastwood, Mario Van Peebles, Marsha Mason",1986
"Drama, War",1986
filmed partly in Grenada,1986
Heartburn,1986
Mike Nichols,1986
"Meryl Streep, Jack Nicholson",1986
Drama,1986
from Nora Ephron novel,1986
Heat,1986
Dick Richards,1986
"Burt Reynolds, Karen Young, Peter MacNicol",1986
Action film,1986
from William Goldman novel,1986
Heathcliff: The Movie,1986
Bruno Bianchi,1986
Mel Blanc,1986
Animation,1986
,1986
Hell Hunters,1986
Ernst R. von Theumer,1986
"Maud Adams, Stewart Granger, Candice Daly",1986
Action,1986
,1986
Henry: Portrait of a Serial Killer,1986
John McNaughton,1986
"Michael Rooker, Tom Towles",1986
Crime,1986
,1986
Highlander,1986
Russell Mulcahy,1986
"Christopher Lambert, Sean Connery, Roxanne Hart, Clancy Brown",1986
Science fiction,1986
followed by several sequels,1986
The Hitcher,1986
Robert Harmon,1986
"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh",1986
Thriller,1986
,1986
Hoosiers,1986
David Anspaugh,1986
"Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley",1986
Sports drama,1986
released in U.K. as Best Shot,1986
House,1986
Steve Miner,1986
"William Katt, Kay Lenz, George Wendt",1986
Horror,1986
,1986
Howard the Duck,1986
Willard Huyck,1986
"Lea Thompson, Jeffrey Jones, Tim Robbins",1986
Science fiction comedy,1986
won 4 Razzie awards,1986
Invaders from Mars,1986
Tobe Hooper,1986
"Karen Black, Hunter Carson, Timothy Bottoms, Laraine Newman",1986
Science fiction,1986
remake of 1953 film,1986
Iron Eagle,1986
Sidney J. Furie,1986
"Louis Gossett Jr., Jason Gedrick",1986
Action,1986
followed by 3 sequels,1986
Jake Speed,1986
Andrew Lane,1986
"Wayne Crawford, Dennis Christopher, Karen Kopins",1986
Action Comedy,1986
,1986
"Jo Jo Dancer, Your Life Is Calling",1986
Richard Pryor,1986
"Richard Pryor, Paula Kelly, Wings Hauser",1986
Drama,1986
only film directed by Pryor,1986
Jumpin' Jack Flash,1986
Penny Marshall,1986
"Whoopi Goldberg, Stephen Collins, Jonathan Pryce, Annie Potts",1986
Comedy,1986
first film directed by Marshall,1986
Just Between Friends,1986
Allan Burns,1986
"Mary Tyler Moore, Christine Lahti, Ted Danson",1986
Drama,1986
Orion,1986
"The Karate Kid, Part II",1986
John G. Avildsen,1986
"Ralph Macchio, Pat Morita",1986
Family drama,1986
sequel to The Karate Kid,1986
King Kong Lives,1986
John Guillermin,1986
"Linda Hamilton, Brian Kerwin",1986
Science fiction,1986
,1986
Knights of the City,1986
Dominic Orlando,1986
"Leon Isaac Kennedy, Nicholas Campbell, John Mengatti",1986
Action,1986
,1986
Labyrinth,1986
Jim Henson,1986
"David Bowie, Jennifer Connelly",1986
Science fiction,1986
final film directed by Henson,1986
Legal Eagles,1986
Ivan Reitman,1986
"Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hill",1986
Comedy,1986
Universal,1986
Let's Get Harry,1986
Stuart Rosenberg,1986
"Michael Schoeffling, Mark Harmon, Robert Duvall",1986
Comedy,1986
,1986
Little Shop of Horrors,1986
Frank Oz,1986
"Rick Moranis, Ellen Greene, Steve Martin",1986
Musical comedy,1986
remake of 1960 film,1986
Living the Blues,1986
Alan Gorg,1986
"Galyn Gorg, Sam Taylor",1986
Musical,1986
[1],1986
Lucas,1986
David Seltzer,1986
"Corey Haim, Kerri Green, Charlie Sheen, Winona Ryder",1986
"Comedy, drama",1986
20th Century Fox,1986
Luxo Jr.,1986
John Lasseter,1986
,1986
Animated film,1986
1st film from Pixar,1986
The Manhattan Project,1986
Marshall Brickman,1986
"John Lithgow, Christopher Collet, Cynthia Nixon",1986
Drama,1986
Gladden Entertainment,1986
Manhunter,1986
Michael Mann,1986
"William Petersen, Dennis Farina, Brian Cox, Joan Allen, Tom Noonan, Kim Greist, Stephen Lang",1986
Thriller,1986
based on novel Red Dragon by Thomas Harris,1986
Maximum Overdrive,1986
Stephen King,1986
"Emilio Estevez, Pat Hingle",1986
Thriller,1986
only film directed by King,1986
The Men's Club,1986
Peter Medak,1986
"Roy Scheider, Harvey Keitel, Frank Langella, Treat Williams, Jennifer Jason Leigh, Stockard Channing",1986
Drama,1986
Atlantic,1986
Miracles,1986
Jim Kouf,1986
"Teri Garr, Paul Rodriguez, Christopher Lloyd, Tom Conti",1986
Comedy,1986
Orion,1986
The Mission,1986
Roland Joffé,1986
"Jeremy Irons, Robert De Niro, Liam Neeson, Aidan Quinn",1986
Drama,1986
7 Oscar nominations,1986
Modern Girls,1986
Jerry Kramer,1986
"Virginia Madsen, Cynthia Gibb, Daphne Zuniga",1986
Comedy,1986
,1986
The Money Pit,1986
Richard Benjamin,1986
"Tom Hanks, Shelley Long, Alexander Godunov, Maureen Stapleton, Joe Mantegna, Yakov Smirnoff",1986
Comedy,1986
based on Mr. Blandings Builds His Dream House,1986
Monster in the Closet,1986
Bob Dahlin,1986
"Paul Dooley, Claude Akins, Stella Stevens, Howard Duff, Frank Ashmore",1986
Comedy horror,1986
,1986
The Morning After,1986
Sidney Lumet,1986
"Jane Fonda, Jeff Bridges, Raúl Juliá",1986
Mystery,1986
Academy Award nomination for Fonda,1986
The Mosquito Coast,1986
Peter Weir,1986
"Harrison Ford, Helen Mirren, River Phoenix",1986
Drama,1986
from Paul Theroux novel,1986
Murphy's Law,1986
J. Lee Thompson,1986
"Charles Bronson, Kathleen Wilhoite, Carrie Snodgress",1986
Action,1986
Cannon Films,1986
My Chauffeur,1986
David Beaird,1986
"Deborah Foreman, Sam J. Jones, Penn & Teller",1986
Comedy,1986
Crown International,1986
My Little Girl,1986
Connie Kaiserman,1986
"Mary Stuart Masterson, James Earl Jones, Geraldine Chaplin",1986
Drama,1986
Hemdale,1986
My Little Pony: The Movie,1986
Michael Joens,1986
"Danny DeVito, Rhea Perlman, Madeline Kahn",1986
Animated film,1986
,1986
"'night, Mother",1986
Tom Moore,1986
"Sissy Spacek, Anne Bancroft",1986
Drama,1986
from Marsha Norman play,1986
Night of the Creeps,1986
Fred Dekker,1986
"Jason Lively, Tom Atkins",1986
Horror comedy,1986
,1986
No Mercy,1986
Richard Pearce,1986
"Richard Gere, Kim Basinger",1986
Crime drama,1986
TriStar,1986
"No Retreat, No Surrender",1986
Corey Yuen,1986
Jean-Claude Van Damme,1986
Action,1986
,1986
Nobody's Fool,1986
Evelyn Purcell,1986
"Rosanna Arquette, Eric Roberts",1986
Comedy,1986
written by Beth Henley,1986
Nomads,1986
John McTiernan,1986
"Pierce Brosnan, Lesley-Anne Down",1986
Horror,1986
,1986
Nothing in Common,1986
Garry Marshall,1986
"Tom Hanks, Jackie Gleason, Eva Marie Saint, Sela Ward, Barry Corbin, Héctor Elizondo",1986
Drama,1986
Gleason's final film,1986
Off Beat,1986
Michael Dinner,1986
"Judge Reinhold, Meg Tilly",1986
Comedy,1986
,1986
On the Edge,1986
Rob Nilsson,1986
"Bruce Dern, Pam Grier",1986
Drama,1986
,1986
One Crazy Summer,1986
Savage Steve Holland,1986
"John Cusack, Bobcat Goldthwait, Demi Moore",1986
Comedy,1986
Warner Bros.,1986
One More Saturday Night,1986
Dennis Klein,1986
"Tom Davis, Al Franken, Moira Harris",1986
Comedy,1986
Columbia,1986
Out of Bounds,1986
Richard Tuggle,1986
"Anthony Michael Hall, Jenny Wright, Jeff Kober",1986
Action,1986
Columbia,1986
Parting Glances,1986
Bill Sherwood,1986
Steve Buscemi,1986
Drama,1986
,1986
The Patriot,1986
Frank Harris,1986
"Gregg Henry, Simone Griffeth, Michael J. Pollard",1986
Action,1986
,1986
Peggy Sue Got Married,1986
Francis Ford Coppola,1986
"Kathleen Turner, Nicolas Cage, Catherine Hicks, Joan Allen, Jim Carrey, Helen Hunt",1986
Comedy,1986
3 Academy Award nominations,1986
Pirates,1986
Roman Polanski,1986
Walter Matthau,1986
Action,1986
,1986
Platoon,1986
Oliver Stone,1986
"Tom Berenger, Willem Dafoe, Charlie Sheen",1986
War,1986
Oscar for Best Picture,1986
Playing for Keeps,1986
"Bob Weinstein, Harvey Weinstein",1986
"Daniel Jordano, Matthew Penn",1986
Comedy,1986
Universal; written by the Weinsteins,1986
Police Academy 3: Back in Training,1986
Jerry Paris,1986
"Steve Guttenberg, Bubba Smith, Leslie Easterbrook",1986
Comedy,1986
2nd Police Academy sequel,1986
Poltergeist II: The Other Side,1986
Brian Gibson,1986
"JoBeth Williams, Craig T. Nelson, Heather O'Rourke, Oliver Robins, Zelda Rubinstein",1986
Science fiction,1986
sequel to Poltergeist,1986
Power,1986
Sidney Lumet,1986
"Richard Gere, Julie Christie, Gene Hackman, Denzel Washington, Kate Capshaw",1986
Drama,1986
20th Century Fox,1986
Pretty in Pink,1986
Howard Deutch,1986
"Molly Ringwald, Andrew McCarthy, Jon Cryer, Harry Dean Stanton, Annie Potts, James Spader",1986
Drama,1986
Paramount,1986
Psycho III,1986
Anthony Perkins,1986
"Anthony Perkins, Diana Scarwid, Jeff Fahey",1986
Horror,1986
2nd sequel to Psycho,1986
Quicksilver,1986
Thomas Donnelly,1986
"Kevin Bacon, Jami Gertz, Paul Rodriguez",1986
Drama,1986
Columbia,1986
Quiet Cool,1986
Clay Borris,1986
"James Remar, Daphne Ashbrook, Nick Cassavetes",1986
Action,1986
,1986
Rad,1986
Hal Needham,1986
"Bill Allen, Lori Loughlin, Talia Shire",1986
Family,1986
TriStar,1986
Ratboy,1986
Sondra Locke,1986
"Sharon Baird, Sondra Locke",1986
Drama,1986
,1986
Raw Deal,1986
John Irvin,1986
"Arnold Schwarzenegger, Kathryn Harrold",1986
Action,1986
De Laurentiis Entertainment,1986
Red Headed Stranger,1986
William D. Wittliff,1986
"Willie Nelson, Morgan Fairchild",1986
Western,1986
,1986
River's Edge,1986
Tim Hunter,1986
"Crispin Glover, Keanu Reeves, Ione Skye Leitch, Daniel Roebuck, Dennis Hopper",1986
Drama,1986
Independent Spirit Awards winner,1986
Robotech: The Movie,1986
"Noboru Ishiguro, Carl Macek",1986
,1986
Animation,1986
,1986
Round Midnight,1986
Bertrand Tavernier,1986
Dexter Gordon,1986
"Drama, music",1986
Academy Award for Best Score,1986
Running Scared,1986
Peter Hyams,1986
"Billy Crystal, Gregory Hines, Jimmy Smits",1986
Action,1986
MGM,1986
Ruthless People,1986
"Jim Abrahams, David Zucker, Jerry Zucker",1986
"Bette Midler, Danny DeVito, Judge Reinhold, Helen Slater, Anita Morris, Bill Pullman",1986
Comedy,1986
Pullman's first film,1986
Salvador,1986
Oliver Stone,1986
"James Woods, James Belushi, Michael Murphy, John Savage",1986
War drama,1986
2 Academy Award nominations,1986
Saving Grace,1986
Robert M. Young,1986
"Tom Conti, Fernando Rey, Erland Josephson",1986
Comedy,1986
Embassy Pictures,1986
Scorpion,1986
William Riead,1986
"Tonny Tulleners, Don Murray",1986
Action,1986
,1986
Seize the Day,1986
Fielder Cook,1986
"Robin Williams, Jerry Stiller, Joseph Wiseman",1986
Drama,1986
HBO,1986
Shanghai Surprise,1986
Jim Goddard,1986
"Sean Penn, Madonna",1986
Comedy,1986
Razzie for Madonna,1986
She's Gotta Have It,1986
Spike Lee,1986
"Tracy Camilla Johns, Tommy Redmond",1986
"Comedy, Drama",1986
Lee's first film,1986
Sherman's March,1986
Ross McElwee,1986
,1986
Documentary,1986
Sundance award winner,1986
Short Circuit,1986
John Badham,1986
"Ally Sheedy, Steve Guttenberg, Fisher Stevens",1986
Sci-fi comedy,1986
followed by Short Circuit 2,1986
Solarbabies,1986
Alan Johnson,1986
"Jason Patric, Jami Gertz, Lukas Haas",1986
Science fiction,1986
,1986
Something Wild,1986
Jonathan Demme,1986
"Jeff Daniels, Melanie Griffith, Ray Liotta",1986
Thriller,1986
3 Golden Globe nominations,1986
Soul Man,1986
Steve Miner,1986
"C. Thomas Howell, Rae Dawn Chong, James Earl Jones",1986
Comedy,1986
,1986
SpaceCamp,1986
Harry Winer,1986
"Kate Capshaw, Lea Thompson, Kelly Preston, Larry B. Scott",1986
Science fiction,1986
20th Century Fox,1986
Stand by Me,1986
Rob Reiner,1986
"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell, Kiefer Sutherland",1986
Drama,1986
story by Stephen King,1986
Star Trek IV: The Voyage Home,1986
Leonard Nimoy,1986
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Nichelle Nichols, George Takei, Catherine Hicks, Walter Koenig, Robin Curtis, Mark Lenard, Brock Peters",1986
Science fiction,1986
preceded by Star Trek III: The Search for Spock,1986
Stoogemania,1986
Chuck Workman,1986
"Josh Mostel, Melanie Chartoff, Sid Caesar",1986
Comedy,1986
,1986
Streets of Gold,1986
Joe Roth,1986
"Klaus Maria Brandauer, Adrian Pasdar, Wesley Snipes",1986
Action,1986
,1986
Sweet Liberty,1986
Alan Alda,1986
"Alan Alda, Michael Caine, Michelle Pfeiffer, Bob Hoskins, Lise Hilboldt, Lois Chiles",1986
Romantic comedy,1986
Universal,1986
Tai-Pan,1986
Daryl Duke,1986
"Bryan Brown, Joan Chen, Tim Guinee",1986
Adventure,1986
based on novel by James Clavell,1986
TerrorVision,1986
Ted Nicolaou,1986
"Chad Allen, Diane Franklin",1986
Comedy horror,1986
,1986
The Texas Chainsaw Massacre 2,1986
Tobe Hooper,1986
Dennis Hopper,1986
Horror,1986
sequel,1986
That's Life!,1986
Blake Edwards,1986
"Jack Lemmon, Julie Andrews, Sally Kellerman",1986
Drama,1986
3 Golden Globe nominations,1986
Three Amigos,1986
John Landis,1986
"Steve Martin, Chevy Chase, Martin Short",1986
Comedy,1986
songs by Randy Newman,1986
Top Gun,1986
Tony Scott,1986
"Tom Cruise, Kelly McGillis, Anthony Edwards, Val Kilmer, Meg Ryan, Tom Skerritt, Michael Ironside, Tim Robbins",1986
Action,1986
5 Academy Award nominations; top-grossing 1986 U.S. film,1986
Touch and Go,1986
Robert Mandel,1986
"Michael Keaton, María Conchita Alonso",1986
Romantic comedy,1986
TriStar,1986
Tough Guys,1986
Jeff Kanew,1986
"Burt Lancaster, Kirk Douglas, Eli Wallach, Dana Carvey",1986
Comedy,1986
last Lancaster-Douglas pairing,1986
The Transformers: The Movie,1986
Nelson Shin,1986
"Judd Nelson, Leonard Nimoy, Robert Stack, Orson Welles, Eric Idle, Chris Latta, Peter Cullen, Frank Welker, Neil Ross, Michael Bell, Paul Eiding",1986
Science fiction,1986
based on TV series; music by Vince DiCola,1986
Trick or Treat,1986
Charles Martin Smith,1986
"Marc Price, Gene Simmons, Ozzy Osbourne",1986
Horror,1986
,1986
Troll,1986
John Carl Buechler,1986
"Michael Moriarty, June Lockhart",1986
Science fiction,1986
Empire Pictures,1986
True Stories,1986
David Byrne,1986
"David Byrne, John Goodman, Swoosie Kurtz",1986
Drama,1986
,1986
Under the Cherry Moon,1986
Prince,1986
"Prince, Kristin Scott Thomas, Jerome Benton, Francesca Annis",1986
Drama,1986
won 5 Razzie awards,1986
Vamp,1986
Richard Wenk,1986
Grace Jones,1986
Science fiction,1986
,1986
Vampires,1986
Len Anthony,1986
"John Bly, Jackie James, Duane Jones",1986
Horror,1986
,1986
Violets Are Blue,1986
Jack Fisk,1986
"Sissy Spacek, Kevin Kline, Bonnie Bedelia",1986
Romance,1986
Columbia,1986
What You Mean We?,1986
Laurie Anderson,1986
Laurie Anderson,1986
Short,1986
,1986
Wildcats,1986
Michael Ritchie,1986
"Goldie Hawn, Swoosie Kurtz, Nipsey Russell, Robyn Lively, Woody Harrelson, Wesley Snipes",1986
Comedy,1986
Warner Bros.,1986
Willy/Milly,1986
Paul Schneider,1986
"Pamela Adlon, Patty Duke, Eric Gurry",1986
Comedy,1986
,1986
Wisdom,1986
Emilio Estevez,1986
"Emilio Estevez, Demi Moore, Tom Skerritt, Veronica Cartwright",1986
Crime drama,1986
20th Century Fox,1986
Wise Guys,1986
Brian De Palma,1986
"Danny DeVito, Joe Piscopo, Harvey Keitel, Dan Hedaya",1986
Comedy,1986
MGM,1986
Witchboard,1986
Kevin Tenney,1986
"Tawny Kitaen, Stephen Nichols",1986
Horror,1986
,1986
Working Girls,1986
Lizzie Borden,1986
,1986
Docudrama,1986
,1986
The Wraith,1986
Mike Marvin,1986
"Charlie Sheen, Sherilyn Fenn, Nick Cassavetes, Randy Quaid",1986
Science fiction,1986
New Vista Entertainment,1986
Youngblood,1986
Peter Markle,1986
"Rob Lowe, Patrick Swayze, Cynthia Gibb, Keanu Reeves",1986
Drama,1986
United Artists,1986
"Wikimedia Commons has media related to Films of the United States, 1986.",1986
"Some of this article's listed sources may not be reliable. Please help this article by looking for better, more reliable sources. Unreliable citations may be challenged or deleted. (January 2018) (Learn how and when to remove this template message)",1986
Dhaka 86,1986
Razzak,1986
"Bapparaz, Ranjita",1986
,1986
,1986
,1986
,1986
Shobhoda,1986
"Anowara, Mustafa, Razzak, Zeenat, Bulbul Ahmed",1986
,1986
,1986
,1986
,1986
,1986
Parinita,1986
Alamgir Kabir,1986
"Ilias Kanchan, Anjana",1986
,1986
,1986
,1986
,1986
Nishana,1986
,1986
"Shabana, Bulbul Ahmed, Mahmud Kali",1986
,1986
,1986
Shabana received the best actress award in the National film awards for her role in this film,1986
,1986
Mayer Dabi,1986
Aukat Hossain,1986
"Bulbul Ahmed, Selina",1986
,1986
,1986
,1986
,1986
Bish Konnar Prem,1986
